//
//    Name:     cp950 to Unicode table
//    Unicode version: 2.0
//    Table version: 2.01
//    Table format:  Format A
//    Date:          1/7/2000
//
//    Contact:       Shawn.Steele@microsoft.com
//
//    General notes: none
//
//    Format: Three tab-separated columns
//        Column //2 is the cp950 code (in hex)
//        Column //1 is the Unicode (in hex as 0xXXXX)
//        Column //3 is the Unicode name (follows a comment sign, '//')
//
//    The entries are in cp950 order
//
0x0000:0x00,	//NULL
0x560D:0xB9C6,	//CJK UNIFIED IDEOGRAPH
0x560E:0xB9C7,	//CJK UNIFIED IDEOGRAPH
0x55F7:0xB9C8,	//CJK UNIFIED IDEOGRAPH
0x5616:0xB9C9,	//CJK UNIFIED IDEOGRAPH
0x561F:0xB9CA,	//CJK UNIFIED IDEOGRAPH
0x5608:0xB9CB,	//CJK UNIFIED IDEOGRAPH
0x5610:0xB9CC,	//CJK UNIFIED IDEOGRAPH
0x55F6:0xB9CD,	//CJK UNIFIED IDEOGRAPH
0x5718:0xB9CE,	//CJK UNIFIED IDEOGRAPH
0x5716:0xB9CF,	//CJK UNIFIED IDEOGRAPH
0x5875:0xB9D0,	//CJK UNIFIED IDEOGRAPH
0x587E:0xB9D1,	//CJK UNIFIED IDEOGRAPH
0x5883:0xB9D2,	//CJK UNIFIED IDEOGRAPH
0x5893:0xB9D3,	//CJK UNIFIED IDEOGRAPH
0x588A:0xB9D4,	//CJK UNIFIED IDEOGRAPH
0x5879:0xB9D5,	//CJK UNIFIED IDEOGRAPH
0x5885:0xB9D6,	//CJK UNIFIED IDEOGRAPH
0x587D:0xB9D7,	//CJK UNIFIED IDEOGRAPH
0x58FD:0xB9D8,	//CJK UNIFIED IDEOGRAPH
0x5925:0xB9D9,	//CJK UNIFIED IDEOGRAPH
0x5922:0xB9DA,	//CJK UNIFIED IDEOGRAPH
0x5924:0xB9DB,	//CJK UNIFIED IDEOGRAPH
0x596A:0xB9DC,	//CJK UNIFIED IDEOGRAPH
0x5969:0xB9DD,	//CJK UNIFIED IDEOGRAPH
0x5AE1:0xB9DE,	//CJK UNIFIED IDEOGRAPH
0x5AE6:0xB9DF,	//CJK UNIFIED IDEOGRAPH
0x5AE9:0xB9E0,	//CJK UNIFIED IDEOGRAPH
0x5AD7:0xB9E1,	//CJK UNIFIED IDEOGRAPH
0x5AD6:0xB9E2,	//CJK UNIFIED IDEOGRAPH
0x5AD8:0xB9E3,	//CJK UNIFIED IDEOGRAPH
0x5AE3:0xB9E4,	//CJK UNIFIED IDEOGRAPH
0x5B75:0xB9E5,	//CJK UNIFIED IDEOGRAPH
0x5BDE:0xB9E6,	//CJK UNIFIED IDEOGRAPH
0x5BE7:0xB9E7,	//CJK UNIFIED IDEOGRAPH
0x5BE1:0xB9E8,	//CJK UNIFIED IDEOGRAPH
0x5BE5:0xB9E9,	//CJK UNIFIED IDEOGRAPH
0x5BE6:0xB9EA,	//CJK UNIFIED IDEOGRAPH
0x5BE8:0xB9EB,	//CJK UNIFIED IDEOGRAPH
0x5BE2:0xB9EC,	//CJK UNIFIED IDEOGRAPH
0x5BE4:0xB9ED,	//CJK UNIFIED IDEOGRAPH
0x5BDF:0xB9EE,	//CJK UNIFIED IDEOGRAPH
0x5C0D:0xB9EF,	//CJK UNIFIED IDEOGRAPH
0x5C62:0xB9F0,	//CJK UNIFIED IDEOGRAPH
0x5D84:0xB9F1,	//CJK UNIFIED IDEOGRAPH
0x5D87:0xB9F2,	//CJK UNIFIED IDEOGRAPH
0x5E5B:0xB9F3,	//CJK UNIFIED IDEOGRAPH
0x5E63:0xB9F4,	//CJK UNIFIED IDEOGRAPH
0x5E55:0xB9F5,	//CJK UNIFIED IDEOGRAPH
0x5E57:0xB9F6,	//CJK UNIFIED IDEOGRAPH
0x5E54:0xB9F7,	//CJK UNIFIED IDEOGRAPH
0x5ED3:0xB9F8,	//CJK UNIFIED IDEOGRAPH
0x5ED6:0xB9F9,	//CJK UNIFIED IDEOGRAPH
0x5F0A:0xB9FA,	//CJK UNIFIED IDEOGRAPH
0x5F46:0xB9FB,	//CJK UNIFIED IDEOGRAPH
0x5F70:0xB9FC,	//CJK UNIFIED IDEOGRAPH
0x5FB9:0xB9FD,	//CJK UNIFIED IDEOGRAPH
0x6147:0xB9FE,	//CJK UNIFIED IDEOGRAPH
0x613F:0xBA40,	//CJK UNIFIED IDEOGRAPH
0x614B:0xBA41,	//CJK UNIFIED IDEOGRAPH
0x6177:0xBA42,	//CJK UNIFIED IDEOGRAPH
0x6162:0xBA43,	//CJK UNIFIED IDEOGRAPH
0x6163:0xBA44,	//CJK UNIFIED IDEOGRAPH
0x615F:0xBA45,	//CJK UNIFIED IDEOGRAPH
0x615A:0xBA46,	//CJK UNIFIED IDEOGRAPH
0x6158:0xBA47,	//CJK UNIFIED IDEOGRAPH
0x6175:0xBA48,	//CJK UNIFIED IDEOGRAPH
0x622A:0xBA49,	//CJK UNIFIED IDEOGRAPH
0x6487:0xBA4A,	//CJK UNIFIED IDEOGRAPH
0x6458:0xBA4B,	//CJK UNIFIED IDEOGRAPH
0x6454:0xBA4C,	//CJK UNIFIED IDEOGRAPH
0x64A4:0xBA4D,	//CJK UNIFIED IDEOGRAPH
0x6478:0xBA4E,	//CJK UNIFIED IDEOGRAPH
0x645F:0xBA4F,	//CJK UNIFIED IDEOGRAPH
0x647A:0xBA50,	//CJK UNIFIED IDEOGRAPH
0x6451:0xBA51,	//CJK UNIFIED IDEOGRAPH
0x6467:0xBA52,	//CJK UNIFIED IDEOGRAPH
0x6434:0xBA53,	//CJK UNIFIED IDEOGRAPH
0x646D:0xBA54,	//CJK UNIFIED IDEOGRAPH
0x647B:0xBA55,	//CJK UNIFIED IDEOGRAPH
0x6572:0xBA56,	//CJK UNIFIED IDEOGRAPH
0x65A1:0xBA57,	//CJK UNIFIED IDEOGRAPH
0x65D7:0xBA58,	//CJK UNIFIED IDEOGRAPH
0x65D6:0xBA59,	//CJK UNIFIED IDEOGRAPH
0x66A2:0xBA5A,	//CJK UNIFIED IDEOGRAPH
0x66A8:0xBA5B,	//CJK UNIFIED IDEOGRAPH
0x669D:0xBA5C,	//CJK UNIFIED IDEOGRAPH
0x699C:0xBA5D,	//CJK UNIFIED IDEOGRAPH
0x69A8:0xBA5E,	//CJK UNIFIED IDEOGRAPH
0x6995:0xBA5F,	//CJK UNIFIED IDEOGRAPH
0x69C1:0xBA60,	//CJK UNIFIED IDEOGRAPH
0x69AE:0xBA61,	//CJK UNIFIED IDEOGRAPH
0x69D3:0xBA62,	//CJK UNIFIED IDEOGRAPH
0x69CB:0xBA63,	//CJK UNIFIED IDEOGRAPH
0x699B:0xBA64,	//CJK UNIFIED IDEOGRAPH
0x69B7:0xBA65,	//CJK UNIFIED IDEOGRAPH
0x69BB:0xBA66,	//CJK UNIFIED IDEOGRAPH
0x69AB:0xBA67,	//CJK UNIFIED IDEOGRAPH
0x69B4:0xBA68,	//CJK UNIFIED IDEOGRAPH
0x69D0:0xBA69,	//CJK UNIFIED IDEOGRAPH
0x69CD:0xBA6A,	//CJK UNIFIED IDEOGRAPH
0x69AD:0xBA6B,	//CJK UNIFIED IDEOGRAPH
0x69CC:0xBA6C,	//CJK UNIFIED IDEOGRAPH
0x69A6:0xBA6D,	//CJK UNIFIED IDEOGRAPH
0x69C3:0xBA6E,	//CJK UNIFIED IDEOGRAPH
0x69A3:0xBA6F,	//CJK UNIFIED IDEOGRAPH
0x6B49:0xBA70,	//CJK UNIFIED IDEOGRAPH
0x6B4C:0xBA71,	//CJK UNIFIED IDEOGRAPH
0x6C33:0xBA72,	//CJK UNIFIED IDEOGRAPH
0x6F33:0xBA73,	//CJK UNIFIED IDEOGRAPH
0x6F14:0xBA74,	//CJK UNIFIED IDEOGRAPH
0x6EFE:0xBA75,	//CJK UNIFIED IDEOGRAPH
0x6F13:0xBA76,	//CJK UNIFIED IDEOGRAPH
0x6EF4:0xBA77,	//CJK UNIFIED IDEOGRAPH
0x6F29:0xBA78,	//CJK UNIFIED IDEOGRAPH
0x6F3E:0xBA79,	//CJK UNIFIED IDEOGRAPH
0x6F20:0xBA7A,	//CJK UNIFIED IDEOGRAPH
0x6F2C:0xBA7B,	//CJK UNIFIED IDEOGRAPH
0x6F0F:0xBA7C,	//CJK UNIFIED IDEOGRAPH
0x6F02:0xBA7D,	//CJK UNIFIED IDEOGRAPH
0x6F22:0xBA7E,	//CJK UNIFIED IDEOGRAPH
0x6EFF:0xBAA1,	//CJK UNIFIED IDEOGRAPH
0x6EEF:0xBAA2,	//CJK UNIFIED IDEOGRAPH
0x6F06:0xBAA3,	//CJK UNIFIED IDEOGRAPH
0x6F31:0xBAA4,	//CJK UNIFIED IDEOGRAPH
0x6F38:0xBAA5,	//CJK UNIFIED IDEOGRAPH
0x6F32:0xBAA6,	//CJK UNIFIED IDEOGRAPH
0x6F23:0xBAA7,	//CJK UNIFIED IDEOGRAPH
0x6F15:0xBAA8,	//CJK UNIFIED IDEOGRAPH
0x6F2B:0xBAA9,	//CJK UNIFIED IDEOGRAPH
0x6F2F:0xBAAA,	//CJK UNIFIED IDEOGRAPH
0x6F88:0xBAAB,	//CJK UNIFIED IDEOGRAPH
0x6F2A:0xBAAC,	//CJK UNIFIED IDEOGRAPH
0x6EEC:0xBAAD,	//CJK UNIFIED IDEOGRAPH
0x6F01:0xBAAE,	//CJK UNIFIED IDEOGRAPH
0x6EF2:0xBAAF,	//CJK UNIFIED IDEOGRAPH
0x6ECC:0xBAB0,	//CJK UNIFIED IDEOGRAPH
0x6EF7:0xBAB1,	//CJK UNIFIED IDEOGRAPH
0x7194:0xBAB2,	//CJK UNIFIED IDEOGRAPH
0x7199:0xBAB3,	//CJK UNIFIED IDEOGRAPH
0x717D:0xBAB4,	//CJK UNIFIED IDEOGRAPH
0x718A:0xBAB5,	//CJK UNIFIED IDEOGRAPH
0x7184:0xBAB6,	//CJK UNIFIED IDEOGRAPH
0x7192:0xBAB7,	//CJK UNIFIED IDEOGRAPH
0x723E:0xBAB8,	//CJK UNIFIED IDEOGRAPH
0x7292:0xBAB9,	//CJK UNIFIED IDEOGRAPH
0x7296:0xBABA,	//CJK UNIFIED IDEOGRAPH
0x7344:0xBABB,	//CJK UNIFIED IDEOGRAPH
0x7350:0xBABC,	//CJK UNIFIED IDEOGRAPH
0x7464:0xBABD,	//CJK UNIFIED IDEOGRAPH
0x7463:0xBABE,	//CJK UNIFIED IDEOGRAPH
0x746A:0xBABF,	//CJK UNIFIED IDEOGRAPH
0x7470:0xBAC0,	//CJK UNIFIED IDEOGRAPH
0x746D:0xBAC1,	//CJK UNIFIED IDEOGRAPH
0x7504:0xBAC2,	//CJK UNIFIED IDEOGRAPH
0x7591:0xBAC3,	//CJK UNIFIED IDEOGRAPH
0x7627:0xBAC4,	//CJK UNIFIED IDEOGRAPH
0x760D:0xBAC5,	//CJK UNIFIED IDEOGRAPH
0x760B:0xBAC6,	//CJK UNIFIED IDEOGRAPH
0x7609:0xBAC7,	//CJK UNIFIED IDEOGRAPH
0x7613:0xBAC8,	//CJK UNIFIED IDEOGRAPH
0x76E1:0xBAC9,	//CJK UNIFIED IDEOGRAPH
0x76E3:0xBACA,	//CJK UNIFIED IDEOGRAPH
0x7784:0xBACB,	//CJK UNIFIED IDEOGRAPH
0x777D:0xBACC,	//CJK UNIFIED IDEOGRAPH
0x777F:0xBACD,	//CJK UNIFIED IDEOGRAPH
0x7761:0xBACE,	//CJK UNIFIED IDEOGRAPH
0x78C1:0xBACF,	//CJK UNIFIED IDEOGRAPH
0x789F:0xBAD0,	//CJK UNIFIED IDEOGRAPH
0x78A7:0xBAD1,	//CJK UNIFIED IDEOGRAPH
0x78B3:0xBAD2,	//CJK UNIFIED IDEOGRAPH
0x78A9:0xBAD3,	//CJK UNIFIED IDEOGRAPH
0x78A3:0xBAD4,	//CJK UNIFIED IDEOGRAPH
0x798E:0xBAD5,	//CJK UNIFIED IDEOGRAPH
0x798F:0xBAD6,	//CJK UNIFIED IDEOGRAPH
0x798D:0xBAD7,	//CJK UNIFIED IDEOGRAPH
0x7A2E:0xBAD8,	//CJK UNIFIED IDEOGRAPH
0x7A31:0xBAD9,	//CJK UNIFIED IDEOGRAPH
0x7AAA:0xBADA,	//CJK UNIFIED IDEOGRAPH
0x7AA9:0xBADB,	//CJK UNIFIED IDEOGRAPH
0x7AED:0xBADC,	//CJK UNIFIED IDEOGRAPH
0x7AEF:0xBADD,	//CJK UNIFIED IDEOGRAPH
0x7BA1:0xBADE,	//CJK UNIFIED IDEOGRAPH
0x7B95:0xBADF,	//CJK UNIFIED IDEOGRAPH
0x7B8B:0xBAE0,	//CJK UNIFIED IDEOGRAPH
0x7B75:0xBAE1,	//CJK UNIFIED IDEOGRAPH
0x7B97:0xBAE2,	//CJK UNIFIED IDEOGRAPH
0x7B9D:0xBAE3,	//CJK UNIFIED IDEOGRAPH
0x7B94:0xBAE4,	//CJK UNIFIED IDEOGRAPH
0x7B8F:0xBAE5,	//CJK UNIFIED IDEOGRAPH
0x7BB8:0xBAE6,	//CJK UNIFIED IDEOGRAPH
0x7B87:0xBAE7,	//CJK UNIFIED IDEOGRAPH
0x7B84:0xBAE8,	//CJK UNIFIED IDEOGRAPH
0x7CB9:0xBAE9,	//CJK UNIFIED IDEOGRAPH
0x7CBD:0xBAEA,	//CJK UNIFIED IDEOGRAPH
0x7CBE:0xBAEB,	//CJK UNIFIED IDEOGRAPH
0x7DBB:0xBAEC,	//CJK UNIFIED IDEOGRAPH
0x7DB0:0xBAED,	//CJK UNIFIED IDEOGRAPH
0x7D9C:0xBAEE,	//CJK UNIFIED IDEOGRAPH
0x7DBD:0xBAEF,	//CJK UNIFIED IDEOGRAPH
0x7DBE:0xBAF0,	//CJK UNIFIED IDEOGRAPH
0x7DA0:0xBAF1,	//CJK UNIFIED IDEOGRAPH
0x7DCA:0xBAF2,	//CJK UNIFIED IDEOGRAPH
0x7DB4:0xBAF3,	//CJK UNIFIED IDEOGRAPH
0x7DB2:0xBAF4,	//CJK UNIFIED IDEOGRAPH
0x7DB1:0xBAF5,	//CJK UNIFIED IDEOGRAPH
0x7DBA:0xBAF6,	//CJK UNIFIED IDEOGRAPH
0x7DA2:0xBAF7,	//CJK UNIFIED IDEOGRAPH
0x7DBF:0xBAF8,	//CJK UNIFIED IDEOGRAPH
0x7DB5:0xBAF9,	//CJK UNIFIED IDEOGRAPH
0x7DB8:0xBAFA,	//CJK UNIFIED IDEOGRAPH
0x7DAD:0xBAFB,	//CJK UNIFIED IDEOGRAPH
0x7DD2:0xBAFC,	//CJK UNIFIED IDEOGRAPH
0x7DC7:0xBAFD,	//CJK UNIFIED IDEOGRAPH
0x7DAC:0xBAFE,	//CJK UNIFIED IDEOGRAPH
0x7F70:0xBB40,	//CJK UNIFIED IDEOGRAPH
0x7FE0:0xBB41,	//CJK UNIFIED IDEOGRAPH
0x7FE1:0xBB42,	//CJK UNIFIED IDEOGRAPH
0x7FDF:0xBB43,	//CJK UNIFIED IDEOGRAPH
0x805E:0xBB44,	//CJK UNIFIED IDEOGRAPH
0x805A:0xBB45,	//CJK UNIFIED IDEOGRAPH
0x8087:0xBB46,	//CJK UNIFIED IDEOGRAPH
0x8150:0xBB47,	//CJK UNIFIED IDEOGRAPH
0x8180:0xBB48,	//CJK UNIFIED IDEOGRAPH
0x818F:0xBB49,	//CJK UNIFIED IDEOGRAPH
0x8188:0xBB4A,	//CJK UNIFIED IDEOGRAPH
0x818A:0xBB4B,	//CJK UNIFIED IDEOGRAPH
0x817F:0xBB4C,	//CJK UNIFIED IDEOGRAPH
0x8182:0xBB4D,	//CJK UNIFIED IDEOGRAPH
0x81E7:0xBB4E,	//CJK UNIFIED IDEOGRAPH
0x81FA:0xBB4F,	//CJK UNIFIED IDEOGRAPH
0x8207:0xBB50,	//CJK UNIFIED IDEOGRAPH
0x8214:0xBB51,	//CJK UNIFIED IDEOGRAPH
0x821E:0xBB52,	//CJK UNIFIED IDEOGRAPH
0x824B:0xBB53,	//CJK UNIFIED IDEOGRAPH
0x84C9:0xBB54,	//CJK UNIFIED IDEOGRAPH
0x84BF:0xBB55,	//CJK UNIFIED IDEOGRAPH
0x84C6:0xBB56,	//CJK UNIFIED IDEOGRAPH
0x84C4:0xBB57,	//CJK UNIFIED IDEOGRAPH
0x8499:0xBB58,	//CJK UNIFIED IDEOGRAPH
0x849E:0xBB59,	//CJK UNIFIED IDEOGRAPH
0x84B2:0xBB5A,	//CJK UNIFIED IDEOGRAPH
0x849C:0xBB5B,	//CJK UNIFIED IDEOGRAPH
0x84CB:0xBB5C,	//CJK UNIFIED IDEOGRAPH
0x84B8:0xBB5D,	//CJK UNIFIED IDEOGRAPH
0x84C0:0xBB5E,	//CJK UNIFIED IDEOGRAPH
0x84D3:0xBB5F,	//CJK UNIFIED IDEOGRAPH
0x8490:0xBB60,	//CJK UNIFIED IDEOGRAPH
0x84BC:0xBB61,	//CJK UNIFIED IDEOGRAPH
0x84D1:0xBB62,	//CJK UNIFIED IDEOGRAPH
0x84CA:0xBB63,	//CJK UNIFIED IDEOGRAPH
0x873F:0xBB64,	//CJK UNIFIED IDEOGRAPH
0x871C:0xBB65,	//CJK UNIFIED IDEOGRAPH
0x873B:0xBB66,	//CJK UNIFIED IDEOGRAPH
0x8722:0xBB67,	//CJK UNIFIED IDEOGRAPH
0x8725:0xBB68,	//CJK UNIFIED IDEOGRAPH
0x8734:0xBB69,	//CJK UNIFIED IDEOGRAPH
0x8718:0xBB6A,	//CJK UNIFIED IDEOGRAPH
0x8755:0xBB6B,	//CJK UNIFIED IDEOGRAPH
0x8737:0xBB6C,	//CJK UNIFIED IDEOGRAPH
0x8729:0xBB6D,	//CJK UNIFIED IDEOGRAPH
0x88F3:0xBB6E,	//CJK UNIFIED IDEOGRAPH
0x8902:0xBB6F,	//CJK UNIFIED IDEOGRAPH
0x88F4:0xBB70,	//CJK UNIFIED IDEOGRAPH
0x88F9:0xBB71,	//CJK UNIFIED IDEOGRAPH
0x88F8:0xBB72,	//CJK UNIFIED IDEOGRAPH
0x88FD:0xBB73,	//CJK UNIFIED IDEOGRAPH
0x88E8:0xBB74,	//CJK UNIFIED IDEOGRAPH
0x891A:0xBB75,	//CJK UNIFIED IDEOGRAPH
0x88EF:0xBB76,	//CJK UNIFIED IDEOGRAPH
0x8AA6:0xBB77,	//CJK UNIFIED IDEOGRAPH
0x8A8C:0xBB78,	//CJK UNIFIED IDEOGRAPH
0x8A9E:0xBB79,	//CJK UNIFIED IDEOGRAPH
0x8AA3:0xBB7A,	//CJK UNIFIED IDEOGRAPH
0x8A8D:0xBB7B,	//CJK UNIFIED IDEOGRAPH
0x8AA1:0xBB7C,	//CJK UNIFIED IDEOGRAPH
0x8A93:0xBB7D,	//CJK UNIFIED IDEOGRAPH
0x8AA4:0xBB7E,	//CJK UNIFIED IDEOGRAPH
0x8AAA:0xBBA1,	//CJK UNIFIED IDEOGRAPH
0x8AA5:0xBBA2,	//CJK UNIFIED IDEOGRAPH
0x8AA8:0xBBA3,	//CJK UNIFIED IDEOGRAPH
0x8A98:0xBBA4,	//CJK UNIFIED IDEOGRAPH
0x8A91:0xBBA5,	//CJK UNIFIED IDEOGRAPH
0x8A9A:0xBBA6,	//CJK UNIFIED IDEOGRAPH
0x8AA7:0xBBA7,	//CJK UNIFIED IDEOGRAPH
0x8C6A:0xBBA8,	//CJK UNIFIED IDEOGRAPH
0x8C8D:0xBBA9,	//CJK UNIFIED IDEOGRAPH
0x8C8C:0xBBAA,	//CJK UNIFIED IDEOGRAPH
0x8CD3:0xBBAB,	//CJK UNIFIED IDEOGRAPH
0x8CD1:0xBBAC,	//CJK UNIFIED IDEOGRAPH
0x8CD2:0xBBAD,	//CJK UNIFIED IDEOGRAPH
0x8D6B:0xBBAE,	//CJK UNIFIED IDEOGRAPH
0x8D99:0xBBAF,	//CJK UNIFIED IDEOGRAPH
0x8D95:0xBBB0,	//CJK UNIFIED IDEOGRAPH
0x8DFC:0xBBB1,	//CJK UNIFIED IDEOGRAPH
0x8F14:0xBBB2,	//CJK UNIFIED IDEOGRAPH
0x8F12:0xBBB3,	//CJK UNIFIED IDEOGRAPH
0x8F15:0xBBB4,	//CJK UNIFIED IDEOGRAPH
0x8F13:0xBBB5,	//CJK UNIFIED IDEOGRAPH
0x8FA3:0xBBB6,	//CJK UNIFIED IDEOGRAPH
0x9060:0xBBB7,	//CJK UNIFIED IDEOGRAPH
0x9058:0xBBB8,	//CJK UNIFIED IDEOGRAPH
0x905C:0xBBB9,	//CJK UNIFIED IDEOGRAPH
0x9063:0xBBBA,	//CJK UNIFIED IDEOGRAPH
0x9059:0xBBBB,	//CJK UNIFIED IDEOGRAPH
0x905E:0xBBBC,	//CJK UNIFIED IDEOGRAPH
0x9062:0xBBBD,	//CJK UNIFIED IDEOGRAPH
0x905D:0xBBBE,	//CJK UNIFIED IDEOGRAPH
0x905B:0xBBBF,	//CJK UNIFIED IDEOGRAPH
0x9119:0xBBC0,	//CJK UNIFIED IDEOGRAPH
0x9118:0xBBC1,	//CJK UNIFIED IDEOGRAPH
0x911E:0xBBC2,	//CJK UNIFIED IDEOGRAPH
0x9175:0xBBC3,	//CJK UNIFIED IDEOGRAPH
0x9178:0xBBC4,	//CJK UNIFIED IDEOGRAPH
0x9177:0xBBC5,	//CJK UNIFIED IDEOGRAPH
0x9174:0xBBC6,	//CJK UNIFIED IDEOGRAPH
0x9278:0xBBC7,	//CJK UNIFIED IDEOGRAPH
0x9280:0xBBC8,	//CJK UNIFIED IDEOGRAPH
0x9285:0xBBC9,	//CJK UNIFIED IDEOGRAPH
0x9298:0xBBCA,	//CJK UNIFIED IDEOGRAPH
0x9296:0xBBCB,	//CJK UNIFIED IDEOGRAPH
0x927B:0xBBCC,	//CJK UNIFIED IDEOGRAPH
0x9293:0xBBCD,	//CJK UNIFIED IDEOGRAPH
0x929C:0xBBCE,	//CJK UNIFIED IDEOGRAPH
0x92A8:0xBBCF,	//CJK UNIFIED IDEOGRAPH
0x927C:0xBBD0,	//CJK UNIFIED IDEOGRAPH
0x9291:0xBBD1,	//CJK UNIFIED IDEOGRAPH
0x95A1:0xBBD2,	//CJK UNIFIED IDEOGRAPH
0x95A8:0xBBD3,	//CJK UNIFIED IDEOGRAPH
0x95A9:0xBBD4,	//CJK UNIFIED IDEOGRAPH
0x95A3:0xBBD5,	//CJK UNIFIED IDEOGRAPH
0x95A5:0xBBD6,	//CJK UNIFIED IDEOGRAPH
0x95A4:0xBBD7,	//CJK UNIFIED IDEOGRAPH
0x9699:0xBBD8,	//CJK UNIFIED IDEOGRAPH
0x969C:0xBBD9,	//CJK UNIFIED IDEOGRAPH
0x969B:0xBBDA,	//CJK UNIFIED IDEOGRAPH
0x96CC:0xBBDB,	//CJK UNIFIED IDEOGRAPH
0x96D2:0xBBDC,	//CJK UNIFIED IDEOGRAPH
0x9700:0xBBDD,	//CJK UNIFIED IDEOGRAPH
0x977C:0xBBDE,	//CJK UNIFIED IDEOGRAPH
0x9785:0xBBDF,	//CJK UNIFIED IDEOGRAPH
0x97F6:0xBBE0,	//CJK UNIFIED IDEOGRAPH
0x9817:0xBBE1,	//CJK UNIFIED IDEOGRAPH
0x9818:0xBBE2,	//CJK UNIFIED IDEOGRAPH
0x98AF:0xBBE3,	//CJK UNIFIED IDEOGRAPH
0x98B1:0xBBE4,	//CJK UNIFIED IDEOGRAPH
0x9903:0xBBE5,	//CJK UNIFIED IDEOGRAPH
0x9905:0xBBE6,	//CJK UNIFIED IDEOGRAPH
0x990C:0xBBE7,	//CJK UNIFIED IDEOGRAPH
0x9909:0xBBE8,	//CJK UNIFIED IDEOGRAPH
0x99C1:0xBBE9,	//CJK UNIFIED IDEOGRAPH
0x9AAF:0xBBEA,	//CJK UNIFIED IDEOGRAPH
0x9AB0:0xBBEB,	//CJK UNIFIED IDEOGRAPH
0x9AE6:0xBBEC,	//CJK UNIFIED IDEOGRAPH
0x9B41:0xBBED,	//CJK UNIFIED IDEOGRAPH
0x9B42:0xBBEE,	//CJK UNIFIED IDEOGRAPH
0x9CF4:0xBBEF,	//CJK UNIFIED IDEOGRAPH
0x9CF6:0xBBF0,	//CJK UNIFIED IDEOGRAPH
0x9CF3:0xBBF1,	//CJK UNIFIED IDEOGRAPH
0x9EBC:0xBBF2,	//CJK UNIFIED IDEOGRAPH
0x9F3B:0xBBF3,	//CJK UNIFIED IDEOGRAPH
0x9F4A:0xBBF4,	//CJK UNIFIED IDEOGRAPH
0x5104:0xBBF5,	//CJK UNIFIED IDEOGRAPH
0x5100:0xBBF6,	//CJK UNIFIED IDEOGRAPH
0x50FB:0xBBF7,	//CJK UNIFIED IDEOGRAPH
0x50F5:0xBBF8,	//CJK UNIFIED IDEOGRAPH
0x50F9:0xBBF9,	//CJK UNIFIED IDEOGRAPH
0x5102:0xBBFA,	//CJK UNIFIED IDEOGRAPH
0x5108:0xBBFB,	//CJK UNIFIED IDEOGRAPH
0x5109:0xBBFC,	//CJK UNIFIED IDEOGRAPH
0x5105:0xBBFD,	//CJK UNIFIED IDEOGRAPH
0x51DC:0xBBFE,	//CJK UNIFIED IDEOGRAPH
0x5287:0xBC40,	//CJK UNIFIED IDEOGRAPH
0x5288:0xBC41,	//CJK UNIFIED IDEOGRAPH
0x5289:0xBC42,	//CJK UNIFIED IDEOGRAPH
0x528D:0xBC43,	//CJK UNIFIED IDEOGRAPH
0x528A:0xBC44,	//CJK UNIFIED IDEOGRAPH
0x52F0:0xBC45,	//CJK UNIFIED IDEOGRAPH
0x53B2:0xBC46,	//CJK UNIFIED IDEOGRAPH
0x562E:0xBC47,	//CJK UNIFIED IDEOGRAPH
0x563B:0xBC48,	//CJK UNIFIED IDEOGRAPH
0x5639:0xBC49,	//CJK UNIFIED IDEOGRAPH
0x5632:0xBC4A,	//CJK UNIFIED IDEOGRAPH
0x563F:0xBC4B,	//CJK UNIFIED IDEOGRAPH
0x5634:0xBC4C,	//CJK UNIFIED IDEOGRAPH
0x5629:0xBC4D,	//CJK UNIFIED IDEOGRAPH
0x5653:0xBC4E,	//CJK UNIFIED IDEOGRAPH
0x564E:0xBC4F,	//CJK UNIFIED IDEOGRAPH
0x5657:0xBC50,	//CJK UNIFIED IDEOGRAPH
0x5674:0xBC51,	//CJK UNIFIED IDEOGRAPH
0x5636:0xBC52,	//CJK UNIFIED IDEOGRAPH
0x562F:0xBC53,	//CJK UNIFIED IDEOGRAPH
0x5630:0xBC54,	//CJK UNIFIED IDEOGRAPH
0x5880:0xBC55,	//CJK UNIFIED IDEOGRAPH
0x589F:0xBC56,	//CJK UNIFIED IDEOGRAPH
0x589E:0xBC57,	//CJK UNIFIED IDEOGRAPH
0x58B3:0xBC58,	//CJK UNIFIED IDEOGRAPH
0x589C:0xBC59,	//CJK UNIFIED IDEOGRAPH
0x58AE:0xBC5A,	//CJK UNIFIED IDEOGRAPH
0x58A9:0xBC5B,	//CJK UNIFIED IDEOGRAPH
0x58A6:0xBC5C,	//CJK UNIFIED IDEOGRAPH
0x596D:0xBC5D,	//CJK UNIFIED IDEOGRAPH
0x5B09:0xBC5E,	//CJK UNIFIED IDEOGRAPH
0x5AFB:0xBC5F,	//CJK UNIFIED IDEOGRAPH
0x5B0B:0xBC60,	//CJK UNIFIED IDEOGRAPH
0x5AF5:0xBC61,	//CJK UNIFIED IDEOGRAPH
0x5B0C:0xBC62,	//CJK UNIFIED IDEOGRAPH
0x5B08:0xBC63,	//CJK UNIFIED IDEOGRAPH
0x5BEE:0xBC64,	//CJK UNIFIED IDEOGRAPH
0x5BEC:0xBC65,	//CJK UNIFIED IDEOGRAPH
0x5BE9:0xBC66,	//CJK UNIFIED IDEOGRAPH
