//
//    Name:     cp932 to Unicode table
//    Unicode version: 2.0
//    Table version: 2.01
//    Table format:  Format A
//    Date:          04/15/98
//
//    Contact:       Shawn.Steele@microsoft.com
//
//    General notes: none
//
//    Format: Three tab-separated columns
//        Column //2 is the cp932 code (in hex)
//        Column //1 is the Unicode (in hex as 0xXXXX)
//        Column //3 is the Unicode name (follows a comment sign, '//')
//
//    The entries are in cp932 order
//
0x0000:0x00,	//NULL
0x6398:0x8C40,	//CJK UNIFIED IDEOGRAPH
0x7A9F:0x8C41,	//CJK UNIFIED IDEOGRAPH
0x6C93:0x8C42,	//CJK UNIFIED IDEOGRAPH
0x9774:0x8C43,	//CJK UNIFIED IDEOGRAPH
0x8F61:0x8C44,	//CJK UNIFIED IDEOGRAPH
0x7AAA:0x8C45,	//CJK UNIFIED IDEOGRAPH
0x718A:0x8C46,	//CJK UNIFIED IDEOGRAPH
0x9688:0x8C47,	//CJK UNIFIED IDEOGRAPH
0x7C82:0x8C48,	//CJK UNIFIED IDEOGRAPH
0x6817:0x8C49,	//CJK UNIFIED IDEOGRAPH
0x7E70:0x8C4A,	//CJK UNIFIED IDEOGRAPH
0x6851:0x8C4B,	//CJK UNIFIED IDEOGRAPH
0x936C:0x8C4C,	//CJK UNIFIED IDEOGRAPH
0x52F2:0x8C4D,	//CJK UNIFIED IDEOGRAPH
0x541B:0x8C4E,	//CJK UNIFIED IDEOGRAPH
0x85AB:0x8C4F,	//CJK UNIFIED IDEOGRAPH
0x8A13:0x8C50,	//CJK UNIFIED IDEOGRAPH
0x7FA4:0x8C51,	//CJK UNIFIED IDEOGRAPH
0x8ECD:0x8C52,	//CJK UNIFIED IDEOGRAPH
0x90E1:0x8C53,	//CJK UNIFIED IDEOGRAPH
0x5366:0x8C54,	//CJK UNIFIED IDEOGRAPH
0x8888:0x8C55,	//CJK UNIFIED IDEOGRAPH
0x7941:0x8C56,	//CJK UNIFIED IDEOGRAPH
0x4FC2:0x8C57,	//CJK UNIFIED IDEOGRAPH
0x50BE:0x8C58,	//CJK UNIFIED IDEOGRAPH
0x5211:0x8C59,	//CJK UNIFIED IDEOGRAPH
0x5144:0x8C5A,	//CJK UNIFIED IDEOGRAPH
0x5553:0x8C5B,	//CJK UNIFIED IDEOGRAPH
0x572D:0x8C5C,	//CJK UNIFIED IDEOGRAPH
0x73EA:0x8C5D,	//CJK UNIFIED IDEOGRAPH
0x578B:0x8C5E,	//CJK UNIFIED IDEOGRAPH
0x5951:0x8C5F,	//CJK UNIFIED IDEOGRAPH
0x5F62:0x8C60,	//CJK UNIFIED IDEOGRAPH
0x5F84:0x8C61,	//CJK UNIFIED IDEOGRAPH
0x6075:0x8C62,	//CJK UNIFIED IDEOGRAPH
0x6176:0x8C63,	//CJK UNIFIED IDEOGRAPH
0x6167:0x8C64,	//CJK UNIFIED IDEOGRAPH
0x61A9:0x8C65,	//CJK UNIFIED IDEOGRAPH
0x63B2:0x8C66,	//CJK UNIFIED IDEOGRAPH
0x643A:0x8C67,	//CJK UNIFIED IDEOGRAPH
0x656C:0x8C68,	//CJK UNIFIED IDEOGRAPH
0x666F:0x8C69,	//CJK UNIFIED IDEOGRAPH
0x6842:0x8C6A,	//CJK UNIFIED IDEOGRAPH
0x6E13:0x8C6B,	//CJK UNIFIED IDEOGRAPH
0x7566:0x8C6C,	//CJK UNIFIED IDEOGRAPH
0x7A3D:0x8C6D,	//CJK UNIFIED IDEOGRAPH
0x7CFB:0x8C6E,	//CJK UNIFIED IDEOGRAPH
0x7D4C:0x8C6F,	//CJK UNIFIED IDEOGRAPH
0x7D99:0x8C70,	//CJK UNIFIED IDEOGRAPH
0x7E4B:0x8C71,	//CJK UNIFIED IDEOGRAPH
0x7F6B:0x8C72,	//CJK UNIFIED IDEOGRAPH
0x830E:0x8C73,	//CJK UNIFIED IDEOGRAPH
0x834A:0x8C74,	//CJK UNIFIED IDEOGRAPH
0x86CD:0x8C75,	//CJK UNIFIED IDEOGRAPH
0x8A08:0x8C76,	//CJK UNIFIED IDEOGRAPH
0x8A63:0x8C77,	//CJK UNIFIED IDEOGRAPH
0x8B66:0x8C78,	//CJK UNIFIED IDEOGRAPH
0x8EFD:0x8C79,	//CJK UNIFIED IDEOGRAPH
0x981A:0x8C7A,	//CJK UNIFIED IDEOGRAPH
0x9D8F:0x8C7B,	//CJK UNIFIED IDEOGRAPH
0x82B8:0x8C7C,	//CJK UNIFIED IDEOGRAPH
0x8FCE:0x8C7D,	//CJK UNIFIED IDEOGRAPH
0x9BE8:0x8C7E,	//CJK UNIFIED IDEOGRAPH
0x5287:0x8C80,	//CJK UNIFIED IDEOGRAPH
0x621F:0x8C81,	//CJK UNIFIED IDEOGRAPH
0x6483:0x8C82,	//CJK UNIFIED IDEOGRAPH
0x6FC0:0x8C83,	//CJK UNIFIED IDEOGRAPH
0x9699:0x8C84,	//CJK UNIFIED IDEOGRAPH
0x6841:0x8C85,	//CJK UNIFIED IDEOGRAPH
0x5091:0x8C86,	//CJK UNIFIED IDEOGRAPH
0x6B20:0x8C87,	//CJK UNIFIED IDEOGRAPH
0x6C7A:0x8C88,	//CJK UNIFIED IDEOGRAPH
0x6F54:0x8C89,	//CJK UNIFIED IDEOGRAPH
0x7A74:0x8C8A,	//CJK UNIFIED IDEOGRAPH
0x7D50:0x8C8B,	//CJK UNIFIED IDEOGRAPH
0x8840:0x8C8C,	//CJK UNIFIED IDEOGRAPH
0x8A23:0x8C8D,	//CJK UNIFIED IDEOGRAPH
0x6708:0x8C8E,	//CJK UNIFIED IDEOGRAPH
0x4EF6:0x8C8F,	//CJK UNIFIED IDEOGRAPH
0x5039:0x8C90,	//CJK UNIFIED IDEOGRAPH
0x5026:0x8C91,	//CJK UNIFIED IDEOGRAPH
0x5065:0x8C92,	//CJK UNIFIED IDEOGRAPH
0x517C:0x8C93,	//CJK UNIFIED IDEOGRAPH
0x5238:0x8C94,	//CJK UNIFIED IDEOGRAPH
0x5263:0x8C95,	//CJK UNIFIED IDEOGRAPH
0x55A7:0x8C96,	//CJK UNIFIED IDEOGRAPH
0x570F:0x8C97,	//CJK UNIFIED IDEOGRAPH
0x5805:0x8C98,	//CJK UNIFIED IDEOGRAPH
0x5ACC:0x8C99,	//CJK UNIFIED IDEOGRAPH
0x5EFA:0x8C9A,	//CJK UNIFIED IDEOGRAPH
0x61B2:0x8C9B,	//CJK UNIFIED IDEOGRAPH
0x61F8:0x8C9C,	//CJK UNIFIED IDEOGRAPH
0x62F3:0x8C9D,	//CJK UNIFIED IDEOGRAPH
0x6372:0x8C9E,	//CJK UNIFIED IDEOGRAPH
0x691C:0x8C9F,	//CJK UNIFIED IDEOGRAPH
0x6A29:0x8CA0,	//CJK UNIFIED IDEOGRAPH
0x727D:0x8CA1,	//CJK UNIFIED IDEOGRAPH
0x72AC:0x8CA2,	//CJK UNIFIED IDEOGRAPH
0x732E:0x8CA3,	//CJK UNIFIED IDEOGRAPH
0x7814:0x8CA4,	//CJK UNIFIED IDEOGRAPH
0x786F:0x8CA5,	//CJK UNIFIED IDEOGRAPH
0x7D79:0x8CA6,	//CJK UNIFIED IDEOGRAPH
0x770C:0x8CA7,	//CJK UNIFIED IDEOGRAPH
0x80A9:0x8CA8,	//CJK UNIFIED IDEOGRAPH
0x898B:0x8CA9,	//CJK UNIFIED IDEOGRAPH
0x8B19:0x8CAA,	//CJK UNIFIED IDEOGRAPH
0x8CE2:0x8CAB,	//CJK UNIFIED IDEOGRAPH
0x8ED2:0x8CAC,	//CJK UNIFIED IDEOGRAPH
0x9063:0x8CAD,	//CJK UNIFIED IDEOGRAPH
0x9375:0x8CAE,	//CJK UNIFIED IDEOGRAPH
0x967A:0x8CAF,	//CJK UNIFIED IDEOGRAPH
0x9855:0x8CB0,	//CJK UNIFIED IDEOGRAPH
0x9A13:0x8CB1,	//CJK UNIFIED IDEOGRAPH
0x9E78:0x8CB2,	//CJK UNIFIED IDEOGRAPH
0x5143:0x8CB3,	//CJK UNIFIED IDEOGRAPH
0x539F:0x8CB4,	//CJK UNIFIED IDEOGRAPH
0x53B3:0x8CB5,	//CJK UNIFIED IDEOGRAPH
0x5E7B:0x8CB6,	//CJK UNIFIED IDEOGRAPH
0x5F26:0x8CB7,	//CJK UNIFIED IDEOGRAPH
0x6E1B:0x8CB8,	//CJK UNIFIED IDEOGRAPH
0x6E90:0x8CB9,	//CJK UNIFIED IDEOGRAPH
0x7384:0x8CBA,	//CJK UNIFIED IDEOGRAPH
0x73FE:0x8CBB,	//CJK UNIFIED IDEOGRAPH
0x7D43:0x8CBC,	//CJK UNIFIED IDEOGRAPH
0x8237:0x8CBD,	//CJK UNIFIED IDEOGRAPH
0x8A00:0x8CBE,	//CJK UNIFIED IDEOGRAPH
0x8AFA:0x8CBF,	//CJK UNIFIED IDEOGRAPH
0x9650:0x8CC0,	//CJK UNIFIED IDEOGRAPH
0x4E4E:0x8CC1,	//CJK UNIFIED IDEOGRAPH
0x500B:0x8CC2,	//CJK UNIFIED IDEOGRAPH
0x53E4:0x8CC3,	//CJK UNIFIED IDEOGRAPH
0x547C:0x8CC4,	//CJK UNIFIED IDEOGRAPH
0x56FA:0x8CC5,	//CJK UNIFIED IDEOGRAPH
0x59D1:0x8CC6,	//CJK UNIFIED IDEOGRAPH
0x5B64:0x8CC7,	//CJK UNIFIED IDEOGRAPH
0x5DF1:0x8CC8,	//CJK UNIFIED IDEOGRAPH
0x5EAB:0x8CC9,	//CJK UNIFIED IDEOGRAPH
0x5F27:0x8CCA,	//CJK UNIFIED IDEOGRAPH
0x6238:0x8CCB,	//CJK UNIFIED IDEOGRAPH
0x6545:0x8CCC,	//CJK UNIFIED IDEOGRAPH
0x67AF:0x8CCD,	//CJK UNIFIED IDEOGRAPH
0x6E56:0x8CCE,	//CJK UNIFIED IDEOGRAPH
0x72D0:0x8CCF,	//CJK UNIFIED IDEOGRAPH
0x7CCA:0x8CD0,	//CJK UNIFIED IDEOGRAPH
0x88B4:0x8CD1,	//CJK UNIFIED IDEOGRAPH
0x80A1:0x8CD2,	//CJK UNIFIED IDEOGRAPH
0x80E1:0x8CD3,	//CJK UNIFIED IDEOGRAPH
0x83F0:0x8CD4,	//CJK UNIFIED IDEOGRAPH
0x864E:0x8CD5,	//CJK UNIFIED IDEOGRAPH
0x8A87:0x8CD6,	//CJK UNIFIED IDEOGRAPH
0x8DE8:0x8CD7,	//CJK UNIFIED IDEOGRAPH
0x9237:0x8CD8,	//CJK UNIFIED IDEOGRAPH
0x96C7:0x8CD9,	//CJK UNIFIED IDEOGRAPH
0x9867:0x8CDA,	//CJK UNIFIED IDEOGRAPH
0x9F13:0x8CDB,	//CJK UNIFIED IDEOGRAPH
0x4E94:0x8CDC,	//CJK UNIFIED IDEOGRAPH
0x4E92:0x8CDD,	//CJK UNIFIED IDEOGRAPH
0x4F0D:0x8CDE,	//CJK UNIFIED IDEOGRAPH
0x5348:0x8CDF,	//CJK UNIFIED IDEOGRAPH
0x5449:0x8CE0,	//CJK UNIFIED IDEOGRAPH
0x543E:0x8CE1,	//CJK UNIFIED IDEOGRAPH
0x5A2F:0x8CE2,	//CJK UNIFIED IDEOGRAPH
0x5F8C:0x8CE3,	//CJK UNIFIED IDEOGRAPH
0x5FA1:0x8CE4,	//CJK UNIFIED IDEOGRAPH
0x609F:0x8CE5,	//CJK UNIFIED IDEOGRAPH
0x68A7:0x8CE6,	//CJK UNIFIED IDEOGRAPH
0x6A8E:0x8CE7,	//CJK UNIFIED IDEOGRAPH
0x745A:0x8CE8,	//CJK UNIFIED IDEOGRAPH
0x7881:0x8CE9,	//CJK UNIFIED IDEOGRAPH
0x8A9E:0x8CEA,	//CJK UNIFIED IDEOGRAPH
0x8AA4:0x8CEB,	//CJK UNIFIED IDEOGRAPH
0x8B77:0x8CEC,	//CJK UNIFIED IDEOGRAPH
0x9190:0x8CED,	//CJK UNIFIED IDEOGRAPH
0x4E5E:0x8CEE,	//CJK UNIFIED IDEOGRAPH
0x9BC9:0x8CEF,	//CJK UNIFIED IDEOGRAPH
0x4EA4:0x8CF0,	//CJK UNIFIED IDEOGRAPH
0x4F7C:0x8CF1,	//CJK UNIFIED IDEOGRAPH
0x4FAF:0x8CF2,	//CJK UNIFIED IDEOGRAPH
0x5019:0x8CF3,	//CJK UNIFIED IDEOGRAPH
0x5016:0x8CF4,	//CJK UNIFIED IDEOGRAPH
0x5149:0x8CF5,	//CJK UNIFIED IDEOGRAPH
0x516C:0x8CF6,	//CJK UNIFIED IDEOGRAPH
0x529F:0x8CF7,	//CJK UNIFIED IDEOGRAPH
0x52B9:0x8CF8,	//CJK UNIFIED IDEOGRAPH
0x52FE:0x8CF9,	//CJK UNIFIED IDEOGRAPH
0x539A:0x8CFA,	//CJK UNIFIED IDEOGRAPH
0x53E3:0x8CFB,	//CJK UNIFIED IDEOGRAPH
0x5411:0x8CFC,	//CJK UNIFIED IDEOGRAPH
0x540E:0x8D40,	//CJK UNIFIED IDEOGRAPH
0x5589:0x8D41,	//CJK UNIFIED IDEOGRAPH
0x5751:0x8D42,	//CJK UNIFIED IDEOGRAPH
0x57A2:0x8D43,	//CJK UNIFIED IDEOGRAPH
0x597D:0x8D44,	//CJK UNIFIED IDEOGRAPH
0x5B54:0x8D45,	//CJK UNIFIED IDEOGRAPH
0x5B5D:0x8D46,	//CJK UNIFIED IDEOGRAPH
0x5B8F:0x8D47,	//CJK UNIFIED IDEOGRAPH
0x5DE5:0x8D48,	//CJK UNIFIED IDEOGRAPH
0x5DE7:0x8D49,	//CJK UNIFIED IDEOGRAPH
0x5DF7:0x8D4A,	//CJK UNIFIED IDEOGRAPH
0x5E78:0x8D4B,	//CJK UNIFIED IDEOGRAPH
0x5E83:0x8D4C,	//CJK UNIFIED IDEOGRAPH
0x5E9A:0x8D4D,	//CJK UNIFIED IDEOGRAPH
0x5EB7:0x8D4E,	//CJK UNIFIED IDEOGRAPH
0x5F18:0x8D4F,	//CJK UNIFIED IDEOGRAPH
0x6052:0x8D50,	//CJK UNIFIED IDEOGRAPH
0x614C:0x8D51,	//CJK UNIFIED IDEOGRAPH
0x6297:0x8D52,	//CJK UNIFIED IDEOGRAPH
0x62D8:0x8D53,	//CJK UNIFIED IDEOGRAPH
0x63A7:0x8D54,	//CJK UNIFIED IDEOGRAPH
0x653B:0x8D55,	//CJK UNIFIED IDEOGRAPH
0x6602:0x8D56,	//CJK UNIFIED IDEOGRAPH
0x6643:0x8D57,	//CJK UNIFIED IDEOGRAPH
0x66F4:0x8D58,	//CJK UNIFIED IDEOGRAPH
0x676D:0x8D59,	//CJK UNIFIED IDEOGRAPH
0x6821:0x8D5A,	//CJK UNIFIED IDEOGRAPH
0x6897:0x8D5B,	//CJK UNIFIED IDEOGRAPH
0x69CB:0x8D5C,	//CJK UNIFIED IDEOGRAPH
0x6C5F:0x8D5D,	//CJK UNIFIED IDEOGRAPH
0x6D2A:0x8D5E,	//CJK UNIFIED IDEOGRAPH
0x6D69:0x8D5F,	//CJK UNIFIED IDEOGRAPH
0x6E2F:0x8D60,	//CJK UNIFIED IDEOGRAPH
0x6E9D:0x8D61,	//CJK UNIFIED IDEOGRAPH
0x7532:0x8D62,	//CJK UNIFIED IDEOGRAPH
0x7687:0x8D63,	//CJK UNIFIED IDEOGRAPH
0x786C:0x8D64,	//CJK UNIFIED IDEOGRAPH
0x7A3F:0x8D65,	//CJK UNIFIED IDEOGRAPH
0x7CE0:0x8D66,	//CJK UNIFIED IDEOGRAPH
0x7D05:0x8D67,	//CJK UNIFIED IDEOGRAPH
0x7D18:0x8D68,	//CJK UNIFIED IDEOGRAPH
0x7D5E:0x8D69,	//CJK UNIFIED IDEOGRAPH
0x7DB1:0x8D6A,	//CJK UNIFIED IDEOGRAPH
0x8015:0x8D6B,	//CJK UNIFIED IDEOGRAPH
0x8003:0x8D6C,	//CJK UNIFIED IDEOGRAPH
0x80AF:0x8D6D,	//CJK UNIFIED IDEOGRAPH
0x80B1:0x8D6E,	//CJK UNIFIED IDEOGRAPH
0x8154:0x8D6F,	//CJK UNIFIED IDEOGRAPH
0x818F:0x8D70,	//CJK UNIFIED IDEOGRAPH
0x822A:0x8D71,	//CJK UNIFIED IDEOGRAPH
0x8352:0x8D72,	//CJK UNIFIED IDEOGRAPH
0x884C:0x8D73,	//CJK UNIFIED IDEOGRAPH
0x8861:0x8D74,	//CJK UNIFIED IDEOGRAPH
0x8B1B:0x8D75,	//CJK UNIFIED IDEOGRAPH
0x8CA2:0x8D76,	//CJK UNIFIED IDEOGRAPH
0x8CFC:0x8D77,	//CJK UNIFIED IDEOGRAPH
0x90CA:0x8D78,	//CJK UNIFIED IDEOGRAPH
0x9175:0x8D79,	//CJK UNIFIED IDEOGRAPH
0x9271:0x8D7A,	//CJK UNIFIED IDEOGRAPH
0x783F:0x8D7B,	//CJK UNIFIED IDEOGRAPH
0x92FC:0x8D7C,	//CJK UNIFIED IDEOGRAPH
0x95A4:0x8D7D,	//CJK UNIFIED IDEOGRAPH
0x964D:0x8D7E,	//CJK UNIFIED IDEOGRAPH
0x9805:0x8D80,	//CJK UNIFIED IDEOGRAPH
0x9999:0x8D81,	//CJK UNIFIED IDEOGRAPH
0x9AD8:0x8D82,	//CJK UNIFIED IDEOGRAPH
0x9D3B:0x8D83,	//CJK UNIFIED IDEOGRAPH
0x525B:0x8D84,	//CJK UNIFIED IDEOGRAPH
0x52AB:0x8D85,	//CJK UNIFIED IDEOGRAPH
0x53F7:0x8D86,	//CJK UNIFIED IDEOGRAPH
0x5408:0x8D87,	//CJK UNIFIED IDEOGRAPH
0x58D5:0x8D88,	//CJK UNIFIED IDEOGRAPH
0x62F7:0x8D89,	//CJK UNIFIED IDEOGRAPH
0x6FE0:0x8D8A,	//CJK UNIFIED IDEOGRAPH
0x8C6A:0x8D8B,	//CJK UNIFIED IDEOGRAPH
0x8F5F:0x8D8C,	//CJK UNIFIED IDEOGRAPH
0x9EB9:0x8D8D,	//CJK UNIFIED IDEOGRAPH
0x514B:0x8D8E,	//CJK UNIFIED IDEOGRAPH
0x523B:0x8D8F,	//CJK UNIFIED IDEOGRAPH
0x544A:0x8D90,	//CJK UNIFIED IDEOGRAPH
0x56FD:0x8D91,	//CJK UNIFIED IDEOGRAPH
0x7A40:0x8D92,	//CJK UNIFIED IDEOGRAPH
0x9177:0x8D93,	//CJK UNIFIED IDEOGRAPH
0x9D60:0x8D94,	//CJK UNIFIED IDEOGRAPH
0x9ED2:0x8D95,	//CJK UNIFIED IDEOGRAPH
0x7344:0x8D96,	//CJK UNIFIED IDEOGRAPH
0x6F09:0x8D97,	//CJK UNIFIED IDEOGRAPH
0x8170:0x8D98,	//CJK UNIFIED IDEOGRAPH
0x7511:0x8D99,	//CJK UNIFIED IDEOGRAPH
0x5FFD:0x8D9A,	//CJK UNIFIED IDEOGRAPH
0x60DA:0x8D9B,	//CJK UNIFIED IDEOGRAPH
0x9AA8:0x8D9C,	//CJK UNIFIED IDEOGRAPH
0x72DB:0x8D9D,	//CJK UNIFIED IDEOGRAPH
0x8FBC:0x8D9E,	//CJK UNIFIED IDEOGRAPH
0x6B64:0x8D9F,	//CJK UNIFIED IDEOGRAPH
0x9803:0x8DA0,	//CJK UNIFIED IDEOGRAPH
0x4ECA:0x8DA1,	//CJK UNIFIED IDEOGRAPH
0x56F0:0x8DA2,	//CJK UNIFIED IDEOGRAPH
0x5764:0x8DA3,	//CJK UNIFIED IDEOGRAPH
0x58BE:0x8DA4,	//CJK UNIFIED IDEOGRAPH
0x5A5A:0x8DA5,	//CJK UNIFIED IDEOGRAPH
0x6068:0x8DA6,	//CJK UNIFIED IDEOGRAPH
0x61C7:0x8DA7,	//CJK UNIFIED IDEOGRAPH
0x660F:0x8DA8,	//CJK UNIFIED IDEOGRAPH
0x6606:0x8DA9,	//CJK UNIFIED IDEOGRAPH
0x6839:0x8DAA,	//CJK UNIFIED IDEOGRAPH
0x68B1:0x8DAB,	//CJK UNIFIED IDEOGRAPH
0x6DF7:0x8DAC,	//CJK UNIFIED IDEOGRAPH
0x75D5:0x8DAD,	//CJK UNIFIED IDEOGRAPH
0x7D3A:0x8DAE,	//CJK UNIFIED IDEOGRAPH
0x826E:0x8DAF,	//CJK UNIFIED IDEOGRAPH
0x9B42:0x8DB0,	//CJK UNIFIED IDEOGRAPH
0x4E9B:0x8DB1,	//CJK UNIFIED IDEOGRAPH
0x4F50:0x8DB2,	//CJK UNIFIED IDEOGRAPH
0x53C9:0x8DB3,	//CJK UNIFIED IDEOGRAPH
0x5506:0x8DB4,	//CJK UNIFIED IDEOGRAPH
0x5D6F:0x8DB5,	//CJK UNIFIED IDEOGRAPH
0x5DE6:0x8DB6,	//CJK UNIFIED IDEOGRAPH
0x5DEE:0x8DB7,	//CJK UNIFIED IDEOGRAPH
0x67FB:0x8DB8,	//CJK UNIFIED IDEOGRAPH
0x6C99:0x8DB9,	//CJK UNIFIED IDEOGRAPH
0x7473:0x8DBA,	//CJK UNIFIED IDEOGRAPH
0x7802:0x8DBB,	//CJK UNIFIED IDEOGRAPH
0x8A50:0x8DBC,	//CJK UNIFIED IDEOGRAPH
0x9396:0x8DBD,	//CJK UNIFIED IDEOGRAPH
0x88DF:0x8DBE,	//CJK UNIFIED IDEOGRAPH
0x5750:0x8DBF,	//CJK UNIFIED IDEOGRAPH
0x5EA7:0x8DC0,	//CJK UNIFIED IDEOGRAPH
0x632B:0x8DC1,	//CJK UNIFIED IDEOGRAPH
0x50B5:0x8DC2,	//CJK UNIFIED IDEOGRAPH
0x50AC:0x8DC3,	//CJK UNIFIED IDEOGRAPH
0x518D:0x8DC4,	//CJK UNIFIED IDEOGRAPH
0x6700:0x8DC5,	//CJK UNIFIED IDEOGRAPH
0x54C9:0x8DC6,	//CJK UNIFIED IDEOGRAPH
0x585E:0x8DC7,	//CJK UNIFIED IDEOGRAPH
0x59BB:0x8DC8,	//CJK UNIFIED IDEOGRAPH
0x5BB0:0x8DC9,	//CJK UNIFIED IDEOGRAPH
0x5F69:0x8DCA,	//CJK UNIFIED IDEOGRAPH
0x624D:0x8DCB,	//CJK UNIFIED IDEOGRAPH
0x63A1:0x8DCC,	//CJK UNIFIED IDEOGRAPH
0x683D:0x8DCD,	//CJK UNIFIED IDEOGRAPH
0x6B73:0x8DCE,	//CJK UNIFIED IDEOGRAPH
0x6E08:0x8DCF,	//CJK UNIFIED IDEOGRAPH
0x707D:0x8DD0,	//CJK UNIFIED IDEOGRAPH
0x91C7:0x8DD1,	//CJK UNIFIED IDEOGRAPH
0x7280:0x8DD2,	//CJK UNIFIED IDEOGRAPH
0x7815:0x8DD3,	//CJK UNIFIED IDEOGRAPH
0x7826:0x8DD4,	//CJK UNIFIED IDEOGRAPH
0x796D:0x8DD5,	//CJK UNIFIED IDEOGRAPH
0x658E:0x8DD6,	//CJK UNIFIED IDEOGRAPH
0x7D30:0x8DD7,	//CJK UNIFIED IDEOGRAPH
0x83DC:0x8DD8,	//CJK UNIFIED IDEOGRAPH
0x88C1:0x8DD9,	//CJK UNIFIED IDEOGRAPH
0x8F09:0x8DDA,	//CJK UNIFIED IDEOGRAPH
0x969B:0x8DDB,	//CJK UNIFIED IDEOGRAPH
0x5264:0x8DDC,	//CJK UNIFIED IDEOGRAPH
0x5728:0x8DDD,	//CJK UNIFIED IDEOGRAPH
0x6750:0x8DDE,	//CJK UNIFIED IDEOGRAPH
0x7F6A:0x8DDF,	//CJK UNIFIED IDEOGRAPH
0x8CA1:0x8DE0,	//CJK UNIFIED IDEOGRAPH
0x51B4:0x8DE1,	//CJK UNIFIED IDEOGRAPH
0x5742:0x8DE2,	//CJK UNIFIED IDEOGRAPH
0x962A:0x8DE3,	//CJK UNIFIED IDEOGRAPH
0x583A:0x8DE4,	//CJK UNIFIED IDEOGRAPH
0x698A:0x8DE5,	//CJK UNIFIED IDEOGRAPH
0x80B4:0x8DE6,	//CJK UNIFIED IDEOGRAPH
0x54B2:0x8DE7,	//CJK UNIFIED IDEOGRAPH
0x5D0E:0x8DE8,	//CJK UNIFIED IDEOGRAPH
0x57FC:0x8DE9,	//CJK UNIFIED IDEOGRAPH
0x7895:0x8DEA,	//CJK UNIFIED IDEOGRAPH
0x9DFA:0x8DEB,	//CJK UNIFIED IDEOGRAPH
0x4F5C:0x8DEC,	//CJK UNIFIED IDEOGRAPH
0x524A:0x8DED,	//CJK UNIFIED IDEOGRAPH
0x548B:0x8DEE,	//CJK UNIFIED IDEOGRAPH
0x643E:0x8DEF,	//CJK UNIFIED IDEOGRAPH
0x6628:0x8DF0,	//CJK UNIFIED IDEOGRAPH
0x6714:0x8DF1,	//CJK UNIFIED IDEOGRAPH
0x67F5:0x8DF2,	//CJK UNIFIED IDEOGRAPH
0x7A84:0x8DF3,	//CJK UNIFIED IDEOGRAPH
0x7B56:0x8DF4,	//CJK UNIFIED IDEOGRAPH
0x7D22:0x8DF5,	//CJK UNIFIED IDEOGRAPH
0x932F:0x8DF6,	//CJK UNIFIED IDEOGRAPH
0x685C:0x8DF7,	//CJK UNIFIED IDEOGRAPH
0x9BAD:0x8DF8,	//CJK UNIFIED IDEOGRAPH
0x7B39:0x8DF9,	//CJK UNIFIED IDEOGRAPH
0x5319:0x8DFA,	//CJK UNIFIED IDEOGRAPH
0x518A:0x8DFB,	//CJK UNIFIED IDEOGRAPH
0x5237:0x8DFC,	//CJK UNIFIED IDEOGRAPH
0x5BDF:0x8E40,	//CJK UNIFIED IDEOGRAPH
0x62F6:0x8E41,	//CJK UNIFIED IDEOGRAPH
0x64AE:0x8E42,	//CJK UNIFIED IDEOGRAPH
0x64E6:0x8E43,	//CJK UNIFIED IDEOGRAPH
0x672D:0x8E44,	//CJK UNIFIED IDEOGRAPH
0x6BBA:0x8E45,	//CJK UNIFIED IDEOGRAPH
0x85A9:0x8E46,	//CJK UNIFIED IDEOGRAPH
0x96D1:0x8E47,	//CJK UNIFIED IDEOGRAPH
0x7690:0x8E48,	//CJK UNIFIED IDEOGRAPH
0x9BD6:0x8E49,	//CJK UNIFIED IDEOGRAPH
0x634C:0x8E4A,	//CJK UNIFIED IDEOGRAPH
0x9306:0x8E4B,	//CJK UNIFIED IDEOGRAPH
0x9BAB:0x8E4C,	//CJK UNIFIED IDEOGRAPH
0x76BF:0x8E4D,	//CJK UNIFIED IDEOGRAPH
0x6652:0x8E4E,	//CJK UNIFIED IDEOGRAPH
0x4E09:0x8E4F,	//CJK UNIFIED IDEOGRAPH
0x5098:0x8E50,	//CJK UNIFIED IDEOGRAPH
0x53C2:0x8E51,	//CJK UNIFIED IDEOGRAPH
0x5C71:0x8E52,	//CJK UNIFIED IDEOGRAPH
0x60E8:0x8E53,	//CJK UNIFIED IDEOGRAPH
0x6492:0x8E54,	//CJK UNIFIED IDEOGRAPH
0x6563:0x8E55,	//CJK UNIFIED IDEOGRAPH
0x685F:0x8E56,	//CJK UNIFIED IDEOGRAPH
0x71E6:0x8E57,	//CJK UNIFIED IDEOGRAPH
0x73CA:0x8E58,	//CJK UNIFIED IDEOGRAPH
0x7523:0x8E59,	//CJK UNIFIED IDEOGRAPH
0x7B97:0x8E5A,	//CJK UNIFIED IDEOGRAPH
0x7E82:0x8E5B,	//CJK UNIFIED IDEOGRAPH
0x8695:0x8E5C,	//CJK UNIFIED IDEOGRAPH
0x8B83:0x8E5D,	//CJK UNIFIED IDEOGRAPH
0x8CDB:0x8E5E,	//CJK UNIFIED IDEOGRAPH
0x9178:0x8E5F,	//CJK UNIFIED IDEOGRAPH
0x9910:0x8E60,	//CJK UNIFIED IDEOGRAPH
0x65AC:0x8E61,	//CJK UNIFIED IDEOGRAPH
0x66AB:0x8E62,	//CJK UNIFIED IDEOGRAPH
0x6B8B:0x8E63,	//CJK UNIFIED IDEOGRAPH
